Symbol,Date,Close
JNJ,6/16/2015,98.36
JNJ,6/17/2015,98.73
JNJ,6/18/2015,100.36
JNJ,6/19/2015,99.86
JNJ,6/22/2015,100.09
JNJ,6/23/2015,99.78
JNJ,6/24/2015,99.33
JNJ,6/25/2015,99.12
JNJ,6/26/2015,99.64
JNJ,6/29/2015,97.68
JNJ,6/30/2015,97.46
JNJ,7/1/2015,98.47
JNJ,7/2/2015,98.44
JNJ,7/6/2015,98.2
JNJ,7/7/2015,98.92
JNJ,7/8/2015,97.77
JNJ,7/9/2015,98.4
JNJ,7/10/2015,99.53
JNJ,7/13/2015,100.27
JNJ,7/14/2015,99.78
JNJ,7/15/2015,100.42
JNJ,7/16/2015,101.11
JNJ,7/17/2015,100.08
JNJ,7/20/2015,100.37
JNJ,7/21/2015,100.34
JNJ,7/22/2015,100.18
JNJ,7/23/2015,100.2
JNJ,7/24/2015,99.15
JNJ,7/27/2015,98.28
JNJ,7/28/2015,99.02
JNJ,7/29/2015,99.73
JNJ,7/30/2015,99.84
JNJ,7/31/2015,100.21
JNJ,8/3/2015,100.02
JNJ,8/4/2015,99.8
JNJ,8/5/2015,100.52
JNJ,8/6/2015,99.07
JNJ,8/7/2015,98.85
JNJ,8/10/2015,99.79
JNJ,8/11/2015,99.01
JNJ,8/12/2015,98.71
JNJ,8/13/2015,98.48
JNJ,8/14/2015,98.81
JNJ,8/17/2015,99.87
JNJ,8/18/2015,99.37
JNJ,8/19/2015,99.31
JNJ,8/20/2015,98.79
JNJ,8/21/2015,95.56
JNJ,8/24/2015,92.82
JNJ,8/25/2015,90.73
JNJ,8/26/2015,95.11
JNJ,8/27/2015,96.22
JNJ,8/28/2015,95.17
JNJ,8/31/2015,93.98
JNJ,9/1/2015,92.09
JNJ,9/2/2015,93.35
JNJ,9/3/2015,92.64
JNJ,9/4/2015,91.31
JNJ,9/8/2015,93.94
JNJ,9/9/2015,92.22
JNJ,9/10/2015,92.72
JNJ,9/11/2015,92.93
JNJ,9/14/2015,93.32
JNJ,9/15/2015,94.4
JNJ,9/16/2015,94.61
JNJ,9/17/2015,94.84
JNJ,9/18/2015,93.39
JNJ,9/21/2015,93.13
JNJ,9/22/2015,93.24
JNJ,9/23/2015,92.99
JNJ,9/24/2015,92.48
JNJ,9/25/2015,91
JNJ,9/28/2015,91.37
JNJ,9/29/2015,93.04
JNJ,9/30/2015,93.35
JNJ,10/1/2015,93.17
JNJ,10/2/2015,93.93
JNJ,10/5/2015,94.76
JNJ,10/6/2015,93.42
JNJ,10/7/2015,94.98
JNJ,10/8/2015,95.08
JNJ,10/9/2015,95.37
JNJ,10/12/2015,95.99
JNJ,10/13/2015,95.45
JNJ,10/14/2015,94.53
JNJ,10/15/2015,97.15
JNJ,10/16/2015,98.24
JNJ,10/19/2015,97.94
JNJ,10/20/2015,97.59
JNJ,10/21/2015,97.63
JNJ,10/22/2015,99.53
JNJ,10/23/2015,100.31
JNJ,10/26/2015,99.94
JNJ,10/27/2015,100.19
JNJ,10/28/2015,100.48
JNJ,10/29/2015,101.37
JNJ,10/30/2015,101.03
JNJ,11/2/2015,102.17
JNJ,11/3/2015,101.96
JNJ,11/4/2015,101.94
JNJ,11/5/2015,102.33
JNJ,11/6/2015,101.92
JNJ,11/9/2015,100.84
JNJ,11/10/2015,101.45
JNJ,11/11/2015,101.86
JNJ,11/12/2015,100.27
JNJ,11/13/2015,99.88
JNJ,11/16/2015,101.22
JNJ,11/17/2015,101.5
JNJ,11/18/2015,102.67
JNJ,11/19/2015,102.49
JNJ,11/20/2015,102.48
JNJ,11/23/2015,102.77
JNJ,11/24/2015,102.04
JNJ,11/25/2015,101.96
JNJ,11/27/2015,102.37
JNJ,11/30/2015,101.24
JNJ,12/1/2015,102.36
JNJ,12/2/2015,102.05
JNJ,12/3/2015,100.79
JNJ,12/4/2015,102.95
JNJ,12/7/2015,103.32
JNJ,12/8/2015,102.42
JNJ,12/9/2015,102.15
JNJ,12/10/2015,102.64
JNJ,12/11/2015,101.68
JNJ,12/14/2015,102.15
JNJ,12/15/2015,104.13
JNJ,12/16/2015,105.25
JNJ,12/17/2015,103.64
JNJ,12/18/2015,101.95
JNJ,12/21/2015,101.58
JNJ,12/22/2015,102.71
JNJ,12/23/2015,103.49
JNJ,12/24/2015,103.72
JNJ,12/28/2015,103.22
JNJ,12/29/2015,104.03
JNJ,12/30/2015,103.78
JNJ,12/31/2015,102.72
JNJ,1/4/2016,100.48
JNJ,1/5/2016,100.9
JNJ,1/6/2016,100.39
JNJ,1/7/2016,99.22
JNJ,1/8/2016,98.16
JNJ,1/11/2016,97.57
JNJ,1/12/2016,98.24
JNJ,1/13/2016,97.02
JNJ,1/14/2016,98.89
JNJ,1/15/2016,97
JNJ,1/19/2016,97.5
JNJ,1/20/2016,95.75
JNJ,1/21/2016,95.94
JNJ,1/22/2016,96.75
JNJ,1/25/2016,96.4
JNJ,1/26/2016,101.18
JNJ,1/27/2016,102.16
JNJ,1/28/2016,102.27
JNJ,1/29/2016,104.44
JNJ,2/1/2016,104.37
JNJ,2/2/2016,103.41
JNJ,2/3/2016,104.14
JNJ,2/4/2016,103.9
JNJ,2/5/2016,100.54
JNJ,2/8/2016,102
JNJ,2/9/2016,101.97
JNJ,2/10/2016,101.73
JNJ,2/11/2016,101.7
JNJ,2/12/2016,101.82
JNJ,2/16/2016,102.32
JNJ,2/17/2016,102.5
JNJ,2/18/2016,104.24
JNJ,2/19/2016,104.16
JNJ,2/22/2016,104.75
JNJ,2/23/2016,104.08
JNJ,2/24/2016,104.96
JNJ,2/25/2016,106.38
JNJ,2/26/2016,105.78
JNJ,2/29/2016,105.21
JNJ,3/1/2016,107.22
JNJ,3/2/2016,107.04
JNJ,3/3/2016,106.65
JNJ,3/4/2016,106.5
JNJ,3/7/2016,106.74
JNJ,3/8/2016,106.22
JNJ,3/9/2016,106.84
JNJ,3/10/2016,107.14
JNJ,3/11/2016,107.71
JNJ,3/14/2016,107.66
JNJ,3/15/2016,107.76
JNJ,3/16/2016,107.41
JNJ,3/17/2016,106.74
JNJ,3/18/2016,107.5
JNJ,3/21/2016,107.28
JNJ,3/22/2016,107.38
JNJ,3/23/2016,108.5
JNJ,3/24/2016,108.31
JNJ,3/28/2016,108.23
JNJ,3/29/2016,109.14
JNJ,3/30/2016,108.98
JNJ,3/31/2016,108.2
JNJ,4/1/2016,109.19
JNJ,4/4/2016,108.59
JNJ,4/5/2016,108.95
JNJ,4/6/2016,109.42
JNJ,4/7/2016,109.27
JNJ,4/8/2016,109.1
JNJ,4/11/2016,108.97
JNJ,4/12/2016,109.6
JNJ,4/13/2016,109.87
JNJ,4/14/2016,109.84
JNJ,4/15/2016,110.18
JNJ,4/18/2016,110.93
JNJ,4/19/2016,112.68
JNJ,4/20/2016,113.58
JNJ,4/21/2016,113.57
JNJ,4/22/2016,113.32
JNJ,4/25/2016,113.51
JNJ,4/26/2016,112.91
JNJ,4/27/2016,112.77
JNJ,4/28/2016,112.48
JNJ,4/29/2016,112.08
JNJ,5/2/2016,112.75
JNJ,5/3/2016,112.69
JNJ,5/4/2016,112.22
JNJ,5/5/2016,112.88
JNJ,5/6/2016,112.74
JNJ,5/9/2016,113.72
JNJ,5/10/2016,114.67
JNJ,5/11/2016,114.37
JNJ,5/12/2016,114.23
JNJ,5/13/2016,113.56
JNJ,5/16/2016,114.44
JNJ,5/17/2016,113.83
JNJ,5/18/2016,113.59
JNJ,5/19/2016,112.85
JNJ,5/20/2016,112.64
JNJ,5/23/2016,112.16
JNJ,5/24/2016,112.69
JNJ,5/25/2016,113.35
JNJ,5/26/2016,112.9
JNJ,5/27/2016,113.06
JNJ,5/31/2016,112.69
JNJ,6/1/2016,112.78
JNJ,6/2/2016,114.49
JNJ,6/3/2016,114.76
JNJ,6/6/2016,115.77
JNJ,6/7/2016,115.73
JNJ,6/8/2016,115.8
JNJ,6/9/2016,117
JNJ,6/10/2016,117.01
JNJ,6/13/2016,116.79
JNJ,6/14/2016,117.12
JNJ,6/15/2016,116.41
JNJ,6/16/2016,116.64
JNJ,6/17/2016,115.48
JNJ,6/20/2016,116.54
JNJ,6/21/2016,116.18
JNJ,6/22/2016,116.46
JNJ,6/23/2016,117.38
JNJ,6/24/2016,115.63
JNJ,6/27/2016,116.55
JNJ,6/28/2016,118.23
JNJ,6/29/2016,119.33
JNJ,6/30/2016,121.3
JNJ,7/1/2016,121.29
JNJ,7/5/2016,122.27
JNJ,7/6/2016,122.64
JNJ,7/7/2016,122.51
JNJ,7/8/2016,122.85
JNJ,7/11/2016,122.93
JNJ,7/12/2016,122.92
JNJ,7/13/2016,123
JNJ,7/14/2016,123.18
JNJ,7/15/2016,123
JNJ,7/18/2016,123.14
JNJ,7/19/2016,125.25
JNJ,7/20/2016,125.14
JNJ,7/21/2016,125.15
JNJ,7/22/2016,125.03
JNJ,7/25/2016,124.89
JNJ,7/26/2016,125.15
JNJ,7/27/2016,124.77
JNJ,7/28/2016,124.46
JNJ,7/29/2016,125.23
JNJ,8/1/2016,125.4
JNJ,8/2/2016,124.85
JNJ,8/3/2016,123.9
JNJ,8/4/2016,123.86
JNJ,8/5/2016,124.24
JNJ,8/8/2016,123.65
JNJ,8/9/2016,123.43
JNJ,8/10/2016,123.36
JNJ,8/11/2016,123.77
JNJ,8/12/2016,123.22
JNJ,8/15/2016,122.31
JNJ,8/16/2016,120.33
JNJ,8/17/2016,121.31
JNJ,8/18/2016,120.72
JNJ,8/19/2016,119.92
JNJ,8/22/2016,119.13
JNJ,8/23/2016,119.44
JNJ,8/24/2016,118.71
JNJ,8/25/2016,118.57
JNJ,8/26/2016,119.04
JNJ,8/29/2016,119.92
JNJ,8/30/2016,119.47
JNJ,8/31/2016,119.34
JNJ,9/1/2016,119.08
JNJ,9/2/2016,119.32
JNJ,9/6/2016,119.75
JNJ,9/7/2016,119.61
JNJ,9/8/2016,119.47
JNJ,9/9/2016,118.23
JNJ,9/12/2016,119.16
JNJ,9/13/2016,117.61
JNJ,9/14/2016,117.86
JNJ,9/15/2016,118.63
JNJ,9/16/2016,118.25
JNJ,9/19/2016,117.66
JNJ,9/20/2016,117.95
JNJ,9/21/2016,118.91
JNJ,9/22/2016,119.46
JNJ,9/23/2016,118.81
JNJ,9/26/2016,117.78
JNJ,9/27/2016,119.22
JNJ,9/28/2016,119.39
JNJ,9/29/2016,117.27
JNJ,9/30/2016,118.13
JNJ,10/3/2016,118.81
JNJ,10/4/2016,118.82
JNJ,10/5/2016,119.18
JNJ,10/6/2016,118.75
JNJ,10/7/2016,119.24
JNJ,10/10/2016,119.8
JNJ,10/11/2016,117.64
JNJ,10/12/2016,117.97
JNJ,10/13/2016,118.26
JNJ,10/14/2016,117.56
JNJ,10/17/2016,118.49
JNJ,10/18/2016,115.41
JNJ,10/19/2016,114.59
JNJ,10/20/2016,114.87
JNJ,10/21/2016,113.44
JNJ,10/24/2016,113.61
JNJ,10/25/2016,113.96
JNJ,10/26/2016,114.56
JNJ,10/27/2016,115.7
JNJ,10/28/2016,115.33
JNJ,10/31/2016,115.99
JNJ,11/1/2016,115.34
JNJ,11/2/2016,114.86
JNJ,11/3/2016,115.03
JNJ,11/4/2016,115.11
JNJ,11/7/2016,116.66
JNJ,11/8/2016,117.05
JNJ,11/9/2016,120.31
JNJ,11/10/2016,119.54
JNJ,11/11/2016,118.47
JNJ,11/14/2016,116.6
JNJ,11/15/2016,116.32
JNJ,11/16/2016,116.36
JNJ,11/17/2016,116.57
JNJ,11/18/2016,115.36
JNJ,11/21/2016,115
JNJ,11/22/2016,112.74
JNJ,11/23/2016,113.07
JNJ,11/25/2016,114.13
JNJ,11/28/2016,113.13
JNJ,11/29/2016,112.48
JNJ,11/30/2016,111.3
JNJ,12/1/2016,111.38
JNJ,12/2/2016,111.96
JNJ,12/5/2016,111.94
JNJ,12/6/2016,112.06
JNJ,12/7/2016,111.1
JNJ,12/8/2016,110.99
JNJ,12/9/2016,112.26
JNJ,12/12/2016,115.36
JNJ,12/13/2016,115.89
JNJ,12/14/2016,114.99
JNJ,12/15/2016,115.89
JNJ,12/16/2016,115.88
JNJ,12/19/2016,116.02
JNJ,12/20/2016,115.66
JNJ,12/21/2016,115.31
JNJ,12/22/2016,115.44
JNJ,12/23/2016,115.96
JNJ,12/27/2016,115.91
JNJ,12/28/2016,115.1
JNJ,12/29/2016,115.49
JNJ,12/30/2016,115.21
JNJ,1/3/2017,115.84
JNJ,1/4/2017,115.65
JNJ,1/5/2017,116.86
JNJ,1/6/2017,116.3
JNJ,1/9/2017,116.28
JNJ,1/10/2017,116.16
JNJ,1/11/2017,114.73
JNJ,1/12/2017,114.62
JNJ,1/13/2017,114.6
JNJ,1/17/2017,114.87
JNJ,1/18/2017,114.7
JNJ,1/19/2017,114.2
JNJ,1/20/2017,114.15
JNJ,1/23/2017,113.91
JNJ,1/24/2017,111.76
JNJ,1/25/2017,112.8
JNJ,1/26/2017,111.84
JNJ,1/27/2017,113.38
JNJ,1/30/2017,113.13
JNJ,1/31/2017,113.25
JNJ,2/1/2017,113.23
JNJ,2/2/2017,113.57
JNJ,2/3/2017,113.64
JNJ,2/6/2017,113.4
JNJ,2/7/2017,113.48
JNJ,2/8/2017,113.4
JNJ,2/9/2017,114.08
JNJ,2/10/2017,115.24
JNJ,2/13/2017,115.88
JNJ,2/14/2017,116.36
JNJ,2/15/2017,117.2
JNJ,2/16/2017,118.08
JNJ,2/17/2017,118.86
JNJ,2/21/2017,119.66
JNJ,2/22/2017,119.52
JNJ,2/23/2017,121.7
JNJ,2/24/2017,122.73
JNJ,2/27/2017,122.4
JNJ,2/28/2017,122.21
JNJ,3/1/2017,123.86
JNJ,3/2/2017,123.63
JNJ,3/3/2017,123.79
JNJ,3/6/2017,123.71
JNJ,3/7/2017,123.83
JNJ,3/8/2017,124.1
JNJ,3/9/2017,125.95
JNJ,3/10/2017,126.21
JNJ,3/13/2017,126.68
JNJ,3/14/2017,127.05
JNJ,3/15/2017,128.96
JNJ,3/16/2017,128.46
JNJ,3/17/2017,128.06
JNJ,3/20/2017,128.07
JNJ,3/21/2017,127.25
JNJ,3/22/2017,126.26
JNJ,3/23/2017,125.9
JNJ,3/24/2017,125.48
JNJ,3/27/2017,125.8
JNJ,3/28/2017,125.66
JNJ,3/29/2017,124.92
JNJ,3/30/2017,124.66
JNJ,3/31/2017,124.55
JNJ,4/3/2017,124.69
JNJ,4/4/2017,124.68
JNJ,4/5/2017,124.8
JNJ,4/6/2017,125.05
JNJ,4/7/2017,124.92
JNJ,4/10/2017,124.34
JNJ,4/11/2017,124.22
JNJ,4/12/2017,125.4
JNJ,4/13/2017,124.99
JNJ,4/17/2017,125.72
JNJ,4/18/2017,121.82
JNJ,4/19/2017,121.37
JNJ,4/20/2017,121.87
JNJ,4/21/2017,121.76
JNJ,4/24/2017,122.89
JNJ,4/25/2017,123.43
JNJ,4/26/2017,123.51
JNJ,4/27/2017,123.74
JNJ,4/28/2017,123.47
JNJ,5/1/2017,123.34
JNJ,5/2/2017,123.7
JNJ,5/3/2017,123.33
JNJ,5/4/2017,123.95
JNJ,5/5/2017,123.51
JNJ,5/8/2017,123.25
JNJ,5/9/2017,123.21
JNJ,5/10/2017,122.81
JNJ,5/11/2017,123.2
JNJ,5/12/2017,123.64
JNJ,5/15/2017,126.99
JNJ,5/16/2017,127.77
JNJ,5/17/2017,126.67
JNJ,5/18/2017,126.97
JNJ,5/19/2017,127
JNJ,5/22/2017,127.26
JNJ,5/23/2017,127.52
JNJ,5/24/2017,127.51
JNJ,5/25/2017,127.53
JNJ,5/26/2017,126.92
JNJ,5/30/2017,127.11
JNJ,5/31/2017,128.25
JNJ,6/1/2017,128.78
JNJ,6/2/2017,130.08
JNJ,6/5/2017,130.36
JNJ,6/6/2017,130.83
JNJ,6/7/2017,130.75
JNJ,6/8/2017,130.55
JNJ,6/9/2017,131.53
JNJ,6/12/2017,131.82
JNJ,6/13/2017,132.02
JNJ,6/14/2017,132.77
JNJ,6/15/2017,133.04
JNJ,6/16/2017,134.35
JNJ,6/19/2017,134.07
JNJ,6/20/2017,134.22
JNJ,6/21/2017,134.91
JNJ,6/22/2017,136.05
JNJ,6/23/2017,136.43
JNJ,6/26/2017,136.34
JNJ,6/27/2017,135.01
JNJ,6/28/2017,133.82
JNJ,6/29/2017,132.64
JNJ,6/30/2017,132.29
JNJ,7/3/2017,132.9
JNJ,7/5/2017,133.64
JNJ,7/6/2017,132.52
JNJ,7/7/2017,132.54
JNJ,7/10/2017,131.55
JNJ,7/11/2017,131.23
JNJ,7/12/2017,132.23
JNJ,7/13/2017,131.86
JNJ,7/14/2017,132.6
JNJ,7/17/2017,132.15
JNJ,7/18/2017,134.46
JNJ,7/19/2017,135.21
JNJ,7/20/2017,136.57
JNJ,7/21/2017,135.31
JNJ,7/24/2017,133.01
JNJ,7/25/2017,131.88
JNJ,7/26/2017,130.95
JNJ,7/27/2017,130.83
JNJ,7/28/2017,131.85
JNJ,7/31/2017,132.72
JNJ,8/1/2017,132.51
JNJ,8/2/2017,132.16
JNJ,8/3/2017,133.35
JNJ,8/4/2017,133.18
JNJ,8/7/2017,132.86
JNJ,8/8/2017,132.27
JNJ,8/9/2017,133.23
JNJ,8/10/2017,133.09
JNJ,8/11/2017,133.1
JNJ,8/14/2017,133.48
JNJ,8/15/2017,133.38
JNJ,8/16/2017,134.17
JNJ,8/17/2017,133.04
JNJ,8/18/2017,132.63
JNJ,8/21/2017,133.45
JNJ,8/22/2017,134.7
JNJ,8/23/2017,132.8
JNJ,8/24/2017,132.89
JNJ,8/25/2017,131.68
JNJ,8/28/2017,131.74
JNJ,8/29/2017,132.21
JNJ,8/30/2017,131.07
JNJ,8/31/2017,132.37
JNJ,9/1/2017,131.03
JNJ,9/5/2017,129.9
JNJ,9/6/2017,130.67
JNJ,9/7/2017,132.19
JNJ,9/8/2017,130.98
JNJ,9/11/2017,133.21
JNJ,9/12/2017,132.63
JNJ,9/13/2017,132.45
JNJ,9/14/2017,134.18
JNJ,9/15/2017,134.45
JNJ,9/18/2017,135.38
JNJ,9/19/2017,135.22
JNJ,9/20/2017,133.22
JNJ,9/21/2017,131.75
JNJ,9/22/2017,131.39
JNJ,9/25/2017,131.17
JNJ,9/26/2017,130.94
JNJ,9/27/2017,129.75
JNJ,9/28/2017,129.47
JNJ,9/29/2017,130.01
JNJ,10/2/2017,131.22
JNJ,10/3/2017,132.1
JNJ,10/4/2017,132.89
JNJ,10/5/2017,133.19
JNJ,10/6/2017,133.22
JNJ,10/9/2017,133.45
JNJ,10/10/2017,133.9
JNJ,10/11/2017,136.65
JNJ,10/12/2017,136.83
JNJ,10/13/2017,136.43
JNJ,10/16/2017,136.12
JNJ,10/17/2017,140.79
JNJ,10/18/2017,140.68
JNJ,10/19/2017,142.04
JNJ,10/20/2017,142.4
JNJ,10/23/2017,143.62
JNJ,10/24/2017,141.64
JNJ,10/25/2017,142.36
JNJ,10/26/2017,141.81
JNJ,10/27/2017,141.78
JNJ,10/30/2017,140
JNJ,10/31/2017,139.41
JNJ,11/1/2017,139.98
JNJ,11/2/2017,139.93
JNJ,11/3/2017,140.08
JNJ,11/6/2017,139.76
JNJ,11/7/2017,139.77
JNJ,11/8/2017,141.32
JNJ,11/9/2017,140.35
JNJ,11/10/2017,139.56
JNJ,11/13/2017,139.76
JNJ,11/14/2017,139.49
JNJ,11/15/2017,139.1
JNJ,11/16/2017,138.87
JNJ,11/17/2017,138
JNJ,11/20/2017,137.93
JNJ,11/21/2017,138.34
JNJ,11/22/2017,137.29
JNJ,11/24/2017,138.01
JNJ,11/27/2017,138.1
JNJ,11/28/2017,140.02
JNJ,11/29/2017,139.81
JNJ,11/30/2017,139.33
JNJ,12/1/2017,139.98
JNJ,12/4/2017,139.01
JNJ,12/5/2017,139.67
JNJ,12/6/2017,141.06
JNJ,12/7/2017,140.01
JNJ,12/8/2017,140.59
JNJ,12/11/2017,141.14
JNJ,12/12/2017,142.6
JNJ,12/13/2017,142.89
JNJ,12/14/2017,141.65
JNJ,12/15/2017,142.46
JNJ,12/18/2017,141.8
JNJ,12/19/2017,141.78
JNJ,12/20/2017,141.16
JNJ,12/21/2017,141.06
JNJ,12/22/2017,140.12
JNJ,12/26/2017,140.09
JNJ,12/27/2017,140.57
JNJ,12/28/2017,140.56
JNJ,12/29/2017,139.72
JNJ,1/2/2018,139.23
JNJ,1/3/2018,140.56
JNJ,1/4/2018,140.55
JNJ,1/5/2018,141.71
JNJ,1/8/2018,141.89
JNJ,1/9/2018,144.14
JNJ,1/10/2018,143.97
JNJ,1/11/2018,144.79
JNJ,1/12/2018,145.76
JNJ,1/16/2018,146.86
JNJ,1/17/2018,146.98
JNJ,1/18/2018,146.92
JNJ,1/19/2018,147.36
JNJ,1/22/2018,148.14
JNJ,1/23/2018,141.83
JNJ,1/24/2018,142.07
JNJ,1/25/2018,144.4
JNJ,1/26/2018,145.33
JNJ,1/29/2018,143.68
JNJ,1/30/2018,142.43
JNJ,1/31/2018,138.19
JNJ,2/1/2018,140.02
JNJ,2/2/2018,137.68
JNJ,2/5/2018,130.39
JNJ,2/6/2018,131.83
JNJ,2/7/2018,131.42
JNJ,2/8/2018,126.36
JNJ,2/9/2018,129.53
JNJ,2/12/2018,130.27
JNJ,2/13/2018,129.96
JNJ,2/14/2018,129.67
JNJ,2/15/2018,131.23
JNJ,2/16/2018,133.15
JNJ,2/20/2018,130.87
JNJ,2/21/2018,129.91
JNJ,2/22/2018,129.91
JNJ,2/23/2018,132.02
JNJ,2/26/2018,132.07
JNJ,2/27/2018,131.67
JNJ,2/28/2018,129.88
JNJ,3/1/2018,127.28
JNJ,3/2/2018,128.82
JNJ,3/5/2018,129.79
JNJ,3/6/2018,128.22
JNJ,3/7/2018,129.04
JNJ,3/8/2018,132.06
JNJ,3/9/2018,133.8
JNJ,3/12/2018,132.63
JNJ,3/13/2018,134.35
JNJ,3/14/2018,132.32
JNJ,3/15/2018,133.06
JNJ,3/16/2018,133.68
JNJ,3/19/2018,130.24
JNJ,3/20/2018,131.21
JNJ,3/21/2018,131.19
JNJ,3/22/2018,127.38
JNJ,3/23/2018,125.1
JNJ,3/26/2018,127.39
JNJ,3/27/2018,127.21
JNJ,3/28/2018,127.45
JNJ,3/29/2018,128.15
JNJ,4/2/2018,124.56
JNJ,4/3/2018,128.35
JNJ,4/4/2018,130.41
JNJ,4/5/2018,130.71
JNJ,4/6/2018,128.1
JNJ,4/9/2018,129.48
JNJ,4/10/2018,130.25
JNJ,4/11/2018,129.63
JNJ,4/12/2018,130.43
JNJ,4/13/2018,130.62
JNJ,4/16/2018,131.76
JNJ,4/17/2018,130.54
JNJ,4/18/2018,127.72
JNJ,4/19/2018,127.55
JNJ,4/20/2018,126.66
JNJ,4/23/2018,126.83
JNJ,4/24/2018,126.19
JNJ,4/25/2018,126.76
JNJ,4/26/2018,128.01
JNJ,4/27/2018,128.27
JNJ,4/30/2018,126.49
JNJ,5/1/2018,126.01
JNJ,5/2/2018,123.5
JNJ,5/3/2018,123.03
JNJ,5/4/2018,124.19
JNJ,5/7/2018,123.59
JNJ,5/8/2018,122.61
JNJ,5/9/2018,123.51
JNJ,5/10/2018,125.35
JNJ,5/11/2018,127.24
JNJ,5/14/2018,126.06
JNJ,5/15/2018,125.13
JNJ,5/16/2018,125.35
JNJ,5/17/2018,123.85
JNJ,5/18/2018,124.24
JNJ,5/21/2018,123.72
JNJ,5/22/2018,122.91
JNJ,5/23/2018,123.45
JNJ,5/24/2018,122.25
JNJ,5/25/2018,121.47
JNJ,5/29/2018,119.4
JNJ,5/30/2018,120.97
JNJ,5/31/2018,119.62
JNJ,6/1/2018,121.26
JNJ,6/4/2018,121.95
JNJ,6/5/2018,121.48
JNJ,6/6/2018,122.79
JNJ,6/7/2018,123.33
JNJ,6/8/2018,124.06
JNJ,6/11/2018,122.66
JNJ,6/12/2018,122.54
JNJ,6/13/2018,122.63
JNJ,6/14/2018,122.41
JNJ,6/15/2018,122.61
JNJ,6/18/2018,121.32
JNJ,6/19/2018,122.57
JNJ,6/20/2018,122.04
JNJ,6/21/2018,121.45
JNJ,6/22/2018,122.84
JNJ,6/25/2018,122.59
JNJ,6/26/2018,122.35
JNJ,6/27/2018,121.61
JNJ,6/28/2018,122
JNJ,6/29/2018,121.34
JNJ,7/2/2018,121.58
JNJ,7/3/2018,122.71
JNJ,7/5/2018,125
JNJ,7/6/2018,125.75
JNJ,7/9/2018,126.05
JNJ,7/10/2018,127.38
JNJ,7/11/2018,126.24
JNJ,7/12/2018,127.76
JNJ,7/13/2018,125.93
JNJ,7/16/2018,124.69
JNJ,7/17/2018,129.11
JNJ,7/18/2018,127.8
JNJ,7/19/2018,125.94
JNJ,7/20/2018,125.85
JNJ,7/23/2018,126.63
JNJ,7/24/2018,129.36
JNJ,7/25/2018,128.62
JNJ,7/26/2018,130.28
JNJ,7/27/2018,131.55
JNJ,7/30/2018,132.17
JNJ,7/31/2018,132.52
JNJ,8/1/2018,132.64
JNJ,8/2/2018,131.25
JNJ,8/3/2018,131.95
JNJ,8/6/2018,132.02
JNJ,8/7/2018,131.46
JNJ,8/8/2018,131.17
JNJ,8/9/2018,131.2
JNJ,8/10/2018,130.75
JNJ,8/13/2018,130.22
JNJ,8/14/2018,129.5
JNJ,8/15/2018,130.43
JNJ,8/16/2018,132.48
JNJ,8/17/2018,134.47
